,year,category,economic_sectors,source,type,fuel_type,gas,value_mmtco2e
270,1993,Estimate,Commercial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.0028180902010062447
271,1993,Estimate,Agricultural,Enteric Fermentation,Non-Energy,N/A,CH4,0.06615564738035039
272,1993,Estimate,Agricultural,Manure Management,Non-Energy,N/A,N2O,0.1636187142820723
273,1993,Estimate,Agricultural,Manure Management,Non-Energy,N/A,CH4,0.04380094283644226
274,1993,Estimate,Agricultural,Agricultural Soil Management,Non-Energy,N/A,N2O,0.3373611067960611
275,1993,Estimate,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,N2O,0.00007614433101595402
276,1993,Estimate,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,CH4,0.00017567841742397605
277,1993,Estimate,Agricultural,Liming and Urea,Non-Energy,N/A,CO2,0.00016128410293628472
278,1993,Estimate,Waste Management,Municipal WWT,Non-Energy,N/A,N2O,0.019660893662200002
279,1993,Estimate,Waste Management,Municipal WWT,Non-Energy,N/A,CH4,0.047046950803124994
280,1993,Estimate,Waste Management,Industrial WWT,Non-Energy,N/A,CH4,0.05248810458678921
281,1993,Estimate,Waste Management,Landfill Fugitive Emissions,Non-Energy,N/A,CH4,0.42614277868236966
282,1993,Estimate,Waste Management,MSW Incineration,Non-Energy,N/A,CO2,0.061462336010985795
283,1993,Estimate,"Land-use, land-use change, forestry",Total Flux,Non-Energy,N/A,CO2,0.04207454597131745
284,1994,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Coal,CO2,4.88386204311
285,1994,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Petroleum,CO2,1.2757521536444665
286,1994,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.9559454533401669
287,1994,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Coal,N2O,0.023239529999999998
288,1994,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.0030442487999999997
289,1994,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.00048369869999999993
290,1994,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Coal,CH4,0.00129975
291,1994,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.0012812065
292,1994,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00042833125
293,1994,Estimate,Electric power - in-state generation,Transmission and Distribution,Non-Energy,N/A,SF6,0.07015213299014951
294,1994,Estimate,Electric power - consumption,Imported Electricity,Indirect,N/A,CO2,0.0669109142357733
295,1994,Estimate,Electric power - consumption,Imported Electricity,Indirect,N/A,N2O,0.00026201494005200724
296,1994,Estimate,Electric power - consumption,Imported Electricity,Indirect,N/A,CH4,0.00003024933092370029
297,1994,Estimate,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CO2,4.552879758160255
298,1994,Estimate,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.001
299,1994,Estimate,Transportation,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.23546808912053108
300,1994,Estimate,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.00002533749991663502
301,1994,Estimate,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.024601924905200225
302,1994,Estimate,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,8.872248729922451E-7
303,1994,Estimate,Transportation,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.024694849692929864
304,1994,Estimate,Industrial,Fossil Fuel Combustion,Energy,Coal,CO2,0.153549028072264
305,1994,Estimate,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CO2,3.708542896527189
306,1994,Estimate,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.9250544143247414
307,1994,Estimate,Industrial,Fossil Fuel Combustion,Energy,Coal,N2O,0.0007527251118183485
308,1994,Estimate,Industrial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.00787040350899832
309,1994,Estimate,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0004785685211063388
310,1994,Estimate,Industrial,Fossil Fuel Combustion,Energy,Wood,N2O,0.000290966
311,1994,Estimate,Industrial,Fossil Fuel Combustion,Energy,Coal,CH4,0.0004082769239999999
312,1994,Estimate,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.0035492415
313,1994,Estimate,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00042348624999999997
314,1994,Estimate,Industrial,Fossil Fuel Combustion,Energy,Wood,CH4,0.00017592575
315,1994,Estimate,Industrial,Industrial Processes,Non-Energy,N/A,CO2,0.18421211736408333
316,1994,Estimate,Industrial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.005583761046857192
317,1994,Estimate,Industrial,Natural Gas and Oil Systems,Non-Energy,N/A,CH4,0.1771817068129457
318,1994,Estimate,Residential,Fossil Fuel Combustion,Energy,Coal,CO2,0.009871842042
319,1994,Estimate,Residential,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.7450286153547672
320,1994,Estimate,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.46978345178563335
321,1994,Estimate,Residential,Fossil Fuel Combustion,Energy,Coal,N2O,0.000049754999999999994
322,1994,Estimate,Residential,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.0019472339999999997
323,1994,Estimate,Residential,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.00024727770000000003
324,1994,Estimate,Residential,Fossil Fuel Combustion,Energy,Wood,N2O,0.0021321799999999996
325,1994,Estimate,Residential,Fossil Fuel Combustion,Energy,Coal,CH4,0.00067565043
326,1994,Estimate,Residential,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.0022028869800000002
327,1994,Estimate,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00088408425
328,1994,Estimate,Residential,Fossil Fuel Combustion,Energy,Wood,CH4,0.0108279087
329,1994,Estimate,Residential,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.0009937955002512673
330,1994,Estimate,Commercial,Fossil Fuel Combustion,Energy,Coal,CO2,0.056094205248000004
331,1994,Estimate,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.259235063629071
332,1994,Estimate,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.2996903572600667
333,1994,Estimate,Commercial,Fossil Fuel Combustion,Energy,Coal,N2O,0.00028272000000000003
334,1994,Estimate,Commercial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.0006768539999999998
335,1994,Estimate,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.00015774660000000002
336,1994,Estimate,Commercial,Fossil Fuel Combustion,Energy,Wood,N2O,0.00028978799999999997
337,1994,Estimate,Commercial,Fossil Fuel Combustion,Energy,Coal,CH4,0.00012793536
338,1994,Estimate,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.00076571838
339,1994,Estimate,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.0005639864999999999
340,1994,Estimate,Commercial,Fossil Fuel Combustion,Energy,Wood,CH4,0.00147163842
341,1994,Estimate,Commercial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.006527317992721343
342,1994,Estimate,Agricultural,Enteric Fermentation,Non-Energy,N/A,CH4,0.05968215210141923
343,1994,Estimate,Agricultural,Manure Management,Non-Energy,N/A,N2O,0.16573362963242863
344,1994,Estimate,Agricultural,Manure Management,Non-Energy,N/A,CH4,0.04059947605006086
345,1994,Estimate,Agricultural,Agricultural Soil Management,Non-Energy,N/A,N2O,0.3866261343026209
346,1994,Estimate,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,N2O,0.00010121406093381855
347,1994,Estimate,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,CH4,0.00020925090791258413
348,1994,Estimate,Agricultural,Liming and Urea,Non-Energy,N/A,CO2,0.0002699808279657685
349,1994,Estimate,Waste Management,Municipal WWT,Non-Energy,N/A,N2O,0.020088553928832
350,1994,Estimate,Waste Management,Municipal WWT,Non-Energy,N/A,CH4,0.04764832581599999
351,1994,Estimate,Waste Management,Industrial WWT,Non-Energy,N/A,CH4,0.05547029116822173
352,1994,Estimate,Waste Management,Landfill Fugitive Emissions,Non-Energy,N/A,CH4,0.45253430239733267
353,1994,Estimate,Waste Management,MSW Incineration,Non-Energy,N/A,CO2,0.06403155622900526
354,1994,Estimate,"Land-use, land-use change, forestry",Total Flux,Non-Energy,N/A,CO2,0.032626293334964
355,1995,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Coal,CO2,4.469772383952001
356,1995,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.6984090684512333
357,1995,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Natural Gas,CO2,1.4775678102195997
358,1995,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Coal,N2O,0.021248591999999997
359,1995,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.0016669523999999997
360,2047,Projection,Agricultural,Liming and Urea,Non-Energy,N/A,CO2,0.011045394409654276
361,1995,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.00074763432
362,1995,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Coal,CH4,0.0011884
363,1995,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.00070155575
364,1995,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.0006620549999999999
365,1995,Estimate,Electric power - in-state generation,Transmission and Distribution,Non-Energy,N/A,SF6,0.0648640168933306
366,1995,Estimate,Electric power - consumption,Imported Electricity,Indirect,N/A,CO2,0.5324976951603511
367,1995,Estimate,Electric power - consumption,Imported Electricity,Indirect,N/A,N2O,0.0020851957153602465
368,1995,Estimate,Electric power - consumption,Imported Electricity,Indirect,N/A,CH4,0.00024073350634927216
369,1995,Estimate,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CO2,4.314407991735459
370,1995,Estimate,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.001
371,1995,Estimate,Transportation,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.24788586047919772
372,1995,Estimate,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.00002392043935681836
373,1995,Estimate,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.0244086633639444
374,1995,Estimate,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.0000010241407566438982
375,1995,Estimate,Transportation,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.05611844387516058
376,1995,Estimate,Industrial,Fossil Fuel Combustion,Energy,Coal,CO2,0.46008837600434416
377,1995,Estimate,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CO2,3.427899318547266
378,1995,Estimate,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,1.0416569416146748
379,1995,Estimate,Industrial,Fossil Fuel Combustion,Energy,Coal,N2O,0.0022552914269729396
380,1995,Estimate,Industrial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.007237162600978393
381,1995,Estimate,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0005390299619552756
382,1995,Estimate,Industrial,Fossil Fuel Combustion,Energy,Wood,N2O,0.000348688
383,1995,Estimate,Industrial,Fossil Fuel Combustion,Energy,Coal,CH4,0.0012239339820000002
384,1995,Estimate,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.00326893525
385,1995,Estimate,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00047711374999999997
386,1995,Estimate,Industrial,Fossil Fuel Combustion,Energy,Wood,CH4,0.00021082599999999998
387,1995,Estimate,Industrial,Industrial Processes,Non-Energy,N/A,CO2,0.2042403750186988
388,1995,Estimate,Industrial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.012688960848790908
389,1995,Estimate,Industrial,Natural Gas and Oil Systems,Non-Energy,N/A,CH4,0.17726374087757302
390,1995,Estimate,Residential,Fossil Fuel Combustion,Energy,Coal,CO2,0.000309439098
391,1995,Estimate,Residential,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.7011006634714947
392,1995,Estimate,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.46681517092136665
393,1995,Estimate,Residential,Fossil Fuel Combustion,Energy,Coal,N2O,0.0000013950000000000002
394,1995,Estimate,Residential,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.0018529319999999998
395,1995,Estimate,Residential,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0002457153
396,1995,Estimate,Residential,Fossil Fuel Combustion,Energy,Wood,N2O,0.0021321799999999996
397,1995,Estimate,Residential,Fossil Fuel Combustion,Energy,Coal,CH4,0.00001894347
398,1995,Estimate,Residential,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.00209620404
399,1995,Estimate,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00087849825
400,1995,Estimate,Residential,Fossil Fuel Combustion,Energy,Wood,CH4,0.0108279087
401,1995,Estimate,Residential,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.002258376045925272
402,1995,Estimate,Commercial,Fossil Fuel Combustion,Energy,Coal,CO2,0.0021660736859999996
403,1995,Estimate,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.25352637542646744
404,1995,Estimate,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.31522082678203334
405,1995,Estimate,Commercial,Fossil Fuel Combustion,Energy,Coal,N2O,0.000009765
406,1995,Estimate,Commercial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.000669228
407,1995,Estimate,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0001659213
408,1995,Estimate,Commercial,Fossil Fuel Combustion,Energy,Wood,N2O,0.000292144
409,1995,Estimate,Commercial,Fossil Fuel Combustion,Energy,Coal,CH4,0.00000441882
410,1995,Estimate,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.0007570911599999999
411,1995,Estimate,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00059321325
412,1995,Estimate,Commercial,Fossil Fuel Combustion,Energy,Wood,CH4,0.00148360296
413,1995,Estimate,Commercial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.014833171004670298
414,1995,Estimate,Agricultural,Enteric Fermentation,Non-Energy,N/A,CH4,0.05986611765390819
415,1995,Estimate,Agricultural,Manure Management,Non-Energy,N/A,N2O,0.16867306647043484
416,1995,Estimate,Agricultural,Manure Management,Non-Energy,N/A,CH4,0.041138884337324995
417,1995,Estimate,Agricultural,Agricultural Soil Management,Non-Energy,N/A,N2O,0.3420803155404773
418,1995,Estimate,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,N2O,0.00008263446220116998
419,1995,Estimate,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,CH4,0.0002027480217022949
420,1995,Estimate,Agricultural,Liming and Urea,Non-Energy,N/A,CO2,0.00023078411805618556
421,1995,Estimate,Waste Management,Municipal WWT,Non-Energy,N/A,N2O,0.020189044335079995
422,1995,Estimate,Waste Management,Municipal WWT,Non-Energy,N/A,CH4,0.04831077324937499
423,1995,Estimate,Waste Management,Industrial WWT,Non-Energy,N/A,CH4,0.056499469689531324
424,1995,Estimate,Waste Management,Landfill Fugitive Emissions,Non-Energy,N/A,CH4,0.4758652802090798
425,1995,Estimate,Waste Management,MSW Incineration,Non-Energy,N/A,CO2,0.09767298480032427
426,1995,Estimate,"Land-use, land-use change, forestry",Total Flux,Non-Energy,N/A,CO2,0.033399458809064905
427,1996,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Coal,CO2,4.375273030917
428,1996,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.9194709509094999
429,1996,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Natural Gas,CO2,1.2810782180082334
430,1996,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Coal,N2O,0.020799356999999994
431,1996,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.00219477
432,1996,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0006482125800000001
433,1996,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Coal,CH4,0.0011632749999999999
434,1996,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.0009236937499999999
435,1996,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.0005740137500000001
436,1996,Estimate,Electric power - in-state generation,Transmission and Distribution,Non-Energy,N/A,SF6,0.058012502820472905
437,1996,Estimate,Electric power - consumption,Imported Electricity,Indirect,N/A,CO2,0.7658311846392166
438,1996,Estimate,Electric power - consumption,Imported Electricity,Indirect,N/A,N2O,0.0029989010645728323
439,1996,Estimate,Electric power - consumption,Imported Electricity,Indirect,N/A,CH4,0.00034621976400160524
440,1996,Estimate,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CO2,4.782666644496494
441,1996,Estimate,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.001
442,1996,Estimate,Transportation,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.25244797923731377
443,1996,Estimate,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000024925173278324997
444,1996,Estimate,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.023788491939820525
445,1996,Estimate,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.000001667122046019422
446,1996,Estimate,Transportation,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.0781238726691509
447,1996,Estimate,Industrial,Fossil Fuel Combustion,Energy,Coal,CO2,0.38889387770479994
448,1996,Estimate,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CO2,3.7695710136538034
449,1996,Estimate,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.7599086759258734
450,1996,Estimate,Industrial,Fossil Fuel Combustion,Energy,Coal,N2O,0.001901763344742895
451,1996,Estimate,Industrial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.007968101606133053
452,1996,Estimate,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0003933901932510419
453,1996,Estimate,Industrial,Fossil Fuel Combustion,Energy,Wood,N2O,0.000466488
454,1996,Estimate,Industrial,Fossil Fuel Combustion,Energy,Coal,CH4,0.0010325519819999998
455,1996,Estimate,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.0036807784999999993
456,1996,Estimate,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.0003483887499999999
457,1996,Estimate,Industrial,Fossil Fuel Combustion,Energy,Wood,CH4,0.0002820509999999999
458,1996,Estimate,Industrial,Industrial Processes,Non-Energy,N/A,CO2,0.18949245390191874
459,1996,Estimate,Industrial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.017664616001470432
460,1996,Estimate,Industrial,Natural Gas and Oil Systems,Non-Energy,N/A,CH4,0.177572299193567
461,1996,Estimate,Residential,Fossil Fuel Combustion,Energy,Coal,CO2,0.0014267673449999997
462,1996,Estimate,Residential,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.7275792849108246
463,1996,Estimate,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.537470856494
464,1996,Estimate,Residential,Fossil Fuel Combustion,Energy,Coal,N2O,0.000006974999999999999
465,1996,Estimate,Residential,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.0019258439999999997
